"Parasite.species","Host.species","best_host_name"
"Hymenolepis diminuta","Glis glis","Glis glis"
"Hymenolepis diminuta","Homo sapiens","Homo sapiens"
"Hymenolepis diminuta","Hydromys chrysogaster","Hydromys chrysogaster"
"Hymenolepis diminuta","Lemniscomys striatus","Lemniscomys striatus"
"Hymenolepis diminuta","Lophuromys sikapusi","Lophuromys sikapusi"
"Hymenolepis diminuta","Mastomys natalensis","Mastomys natalensis"
"Hymenolepis diminuta","Menetes berdmorei","Menetes berdmorei"
"Hymenolepis diminuta","Meriones hurrianae","Meriones hurrianae"
"Hymenolepis diminuta","Meriones persicus","Meriones persicus"
"Hymenolepis diminuta","Meriones tamariscinus","Meriones tamariscinus"
"Hymenolepis diminuta","Meriones unguiculatus","Meriones unguiculatus"
"Hymenolepis diminuta","Mesocricetus auratus","Mesocricetus auratus"
"Hymenolepis diminuta","Micromys minutus","Micromys minutus"
"Hymenolepis diminuta","Microtus agrestis","Microtus agrestis"
"Hymenolepis diminuta","Microtus arvalis","Microtus arvalis"
"Hymenolepis diminuta","Microtus fortis","Microtus fortis"
"Hymenolepis diminuta","Microtus majori","Microtus majori"
"Hymenolepis diminuta","Microtus maximowiczii","Microtus maximowiczii"
"Hymenolepis diminuta","Microtus minutus","Microtus minutus"
"Hymenolepis diminuta","Microtus oeconomus","Microtus oeconomus"
"Hymenolepis diminuta","Microtus oeconomus mehelyi","Microtus oeconomus"
"Hymenolepis diminuta","Microtus socialis","Microtus socialis"
"Hymenolepis diminuta","Microtus subterraneus","Microtus subterraneus"
"Hymenolepis diminuta","Mogera kobeae","Mogera wogura"
"Hymenolepis diminuta","Mogera wogura","Mogera wogura"
"Hymenolepis diminuta","Mus sp.","Mus sp."
"Hymenolepis diminuta","Mus caroli","Mus caroli"
"Hymenolepis diminuta","Mus domesticus","Mus musculus"
"Hymenolepis diminuta","Mus minutoides","Mus minutoides"
"Hymenolepis diminuta","Mus musculus","Mus musculus"
"Hymenolepis diminuta","Mus spretus","Mus spretus"
"Hymenolepis diminuta","Musca domestica","Musca domestica"
"Hymenolepis diminuta","Muscardinus avellanarius","Muscardinus avellanarius"
"Hymenolepis diminuta","Neatus picipes","Neatus picipes"
"Hymenolepis diminuta","Neomys fodiens","Neomys fodiens"
"Hymenolepis diminuta","Ondatra zibethica","Ondatra zibethica"
"Hymenolepis diminuta","Oryzomys palustris","Oryzomys palustris"
"Hymenolepis diminuta","Pallasiomys meridianus","Pallasiomys meridianus"
"Hymenolepis diminuta","Pavo cristatus","Pavo cristatus"
"Hymenolepis diminuta","Periplaneta americana","Periplaneta americana"
"Hymenolepis diminuta","Peromyscus difficilis","Peromyscus difficilis"
"Hymenolepis diminuta","Phodopus sp.","Phodopus sp."
"Hymenolepis diminuta","Pitymys subterraneus","Pitymys subterraneus"
"Hymenolepis diminuta","Pogonomelomys ruemmleri","Pogonomelomys ruemmleri"
"Hymenolepis diminuta","Praomys tullbergi","Praomys tullbergi"
"Hymenolepis diminuta","Rattus sp.","Rattus sp."
"Hymenolepis diminuta","Rattus argentiventer","Rattus argentiventer"
"Hymenolepis diminuta","Rattus domesticus albus","Rattus rattus"
"Hymenolepis diminuta","Rattus exulans","Rattus exulans"
"Hymenolepis diminuta","Rattus fuscipes","Rattus fuscipes"
"Hymenolepis diminuta","Rattus koratensis","Rattus andamanensis"
"Hymenolepis diminuta","Rattus meltada","Rattus meltada"
"Hymenolepis diminuta","Rattus molliculus","Rattus tanezumi"
"Hymenolepis diminuta","Rattus norvegicus","Rattus norvegicus"
"Hymenolepis diminuta","Rattus rattus","Rattus rattus"
"Hymenolepis diminuta","Rattus rattus alexandrinus","Rattus rattus"
"Hymenolepis diminuta","Rattus rattus flavipectus","Rattus rattus"
"Hymenolepis diminuta","Rattus rattus frugivorus","Rattus rattus"
"Hymenolepis diminuta","Rattus rattus mindanensis","Rattus rattus"
"Hymenolepis diminuta","Rattus rattus rufescens","Rattus rattus"
"Hymenolepis diminuta","Rattus ruber","Rattus ruber"
"Hymenolepis diminuta","Rattus sordidus","Rattus sordidus"
"Hymenolepis diminuta","Rattus surifer","Rattus surifer"
"Hymenolepis diminuta","Rattus turkestanicus","Rattus pyctoris"
"Hymenolepis diminuta","Scaurus sp.","Scaurus sp."
"Hymenolepis diminuta","Sicista subtilus","Sicista subtilis"
"Hymenolepis diminuta","Sigmodon hispidus","Sigmodon hispidus"
"Hymenolepis diminuta","Spermophilus richardsonii","Urocitellus richardsonii"
"Hymenolepis diminuta","Suncus caeruleus","Suncus caeruleus"
"Hymenolepis diminuta","Tatera indica indica","Tatera indica"
"Hymenolepis diminuta","Tenebrio sp.","Tenebrio sp."
"Hymenolepis diminuta","Tenebrio molitor","Tenebrio molitor"
"Hymenolepis diminuta","Thrynomys swinderianus","Thryonomys swinderianus"
"Hymenolepis diminuta","Tinea granilla","Nemapogon granella"
"Hymenolepis diminuta","Tribolium castaneum","Tribolium castaneum"
"Hymenolepis diminuta","Tribolium confusum","Tribolium confusum"
"Hymenolepis diminuta","Tribolium destructor","Tribolium destructor"
"Hymenolepis pseudodiminuta","Apodemus argenteus","Apodemus argenteus"
"Hymenolepis pseudodiminuta","Apodemus speciosus","Apodemus speciosus"
"Hymenolepis pseudodiminuta","Apodemus sp.","Apodemus sp."
"Hymenolepis pseudodiminuta","Rattus norvegicus","Rattus norvegicus"
"Hymenolepis pseudodiminuta","Tribolium confusum","Tribolium confusum"
"Hymenolepis nana","Apodemus agrarius","Apodemus agrarius"
"Hymenolepis nana","Canis familiaris","Canis lupus"
"Hymenolepis nana","Conocephalus chinensis","Conocephalus chinensis"
"Hymenolepis nana","Cricetomys gambianus","Cricetomys gambianus"
"Hymenolepis nana","Crocidura russula","Crocidura russula"
"Hymenolepis nana","Cynomys ludovicianus","Cynomys ludovicianus"
"Hymenolepis nana","Felis catus","Felis catus"
"Hymenolepis nana","Felis catus domesticus","Felis catus"
"Hymenolepis nana","Homo sapiens","Homo sapiens"
"Hymenolepis nana","Meriones sp.","Meriones sp."
"Hymenolepis nana","Meriones libycus erythrourus","Meriones libycus"
"Hymenolepis nana","Mesocricetus auratus","Mesocricetus auratus"
"Hymenolepis nana","Micromys minutus","Micromys minutus"
"Hymenolepis nana","Microtus fortis","Microtus fortis"
"Hymenolepis nana","Mus sp.","Mus sp."
"Hymenolepis nana","Mus musculus","Mus musculus"
"Hymenolepis nana","Mus spretus","Mus spretus"
"Hymenolepis nana","Musca domestica","Musca domestica"
"Hymenolepis nana","Mustela sp.","Mustela sp."
"Hymenolepis nana","Papio hamadryas arabicus","Papio hamadryas"
"Hymenolepis nana","Peromyscus gossypinus","Peromyscus gossypinus"
"Hymenolepis nana","Peromyscus polionotus","Peromyscus polionotus"
"Hymenolepis nana","Podomys floridanus","Podomys floridanus"
"Hymenolepis nana","Rattus sp.","Rattus sp."
"Hymenolepis nana","Rattus exulans","Rattus exulans"
"Hymenolepis nana","Rattus norvegicus","Rattus norvegicus"
"Hymenolepis nana","Rattus rattus","Rattus rattus"
"Hymenolepis nana","Rattus rattus alexandrinus","Rattus rattus"
"Hymenolepis nana","Rattus rattus frugivorus","Rattus rattus"
"Hymenolepis nana","Rhabdomys pumilio","Rhabdomys pumilio"
"Hymenolepis nana","Rhombomys opimus","Rhombomys opimus"
"Hymenolepis nana","Suncus caeruleus","Suncus caeruleus"
"Hymenolepis nana","Tatera sp.","Tatera sp."
"Hymenolepis nana","Tatera indica indica","Tatera indica"
"Hymenolepis nana","Tribolium castaneum","Tribolium castaneum"
"Hymenolepis nana","Tribolium confusum","Tribolium confusum"
"Hymenolepis nana","Mus musculus","Mus musculus"
"Hymenolepis peromysci","Peromyscus boylii","Peromyscus boylii"
"Hymenolepis peromysci","Peromyscus maniculatus","Peromyscus maniculatus"
"Hymenolepis tenerrima","Aythya affinis","Aythya affinis"
"Hymenolepis tenerrima","Fuligula cristata","Fuligula cristata"
"Hymenolepis tenerrima","Nyroca marila","Nyroca marila"
"Hymenolepis vistulae","Mergus merganser","Mergus merganser"
"Hyostrongylus rubidus","Bos taurus","Bos taurus"
"Hyostrongylus rubidus","Cavia porcellus","Cavia porcellus"
"Hyostrongylus rubidus","Cephalophus natalensis","Cephalophus natalensis"
"Hyostrongylus rubidus","Ovis aries","Ovis aries"
"Hyostrongylus rubidus","Sus scrofa","Sus scrofa"
"Hyostrongylus rubidus","Sus scrofa domestica","Sus scrofa"
"Hyostrongylus rubidus","Tayassu albirostris","Tayassu pecari"
"Hysterothylacium aduncum","Acartia sp.","Acartia sp."
"Hysterothylacium aduncum","Acartia tonsa","Acartia tonsa"
"Hysterothylacium aduncum","Acipenser gueldenstaedti","Acipenser gueldenstaedtii"
"Hysterothylacium aduncum","Agonus cataphractus","Agonus cataphractus"
"Hysterothylacium aduncum","Alepocephalus agassizi","Alepocephalus agassizii"
"Hysterothylacium aduncum","Alosa alosa","Alosa alosa"
"Hysterothylacium aduncum","Alosa fallax","Alosa fallax"
"Hysterothylacium aduncum","Alosa finta","Alosa agone"
"Hysterothylacium aduncum","Alosa kessleri pontica","Alosa kessleri"
"Hysterothylacium aduncum","Alosa pontica","Alosa pontica"
"Hysterothylacium aduncum","Alosa sapidissima","Alosa sapidissima"
"Hysterothylacium aduncum","Ammodytes tobianus","Ammodytes tobianus"
"Hysterothylacium aduncum","Anarhichas denticulatus","Anarhichas denticulatus"
"Hysterothylacium aduncum","Anarhichas lupus","Anarhichas lupus"
"Hysterothylacium aduncum","Anguilla anguilla","Anguilla anguilla"
"Hysterothylacium aduncum","Anguilla sp.","Anguilla sp."
"Hysterothylacium aduncum","Anisogammarus kygi","Eogammarus kygi"
"Hysterothylacium aduncum","Anoplopoma fimbria","Anoplopoma fimbria"
"Hysterothylacium aduncum","Argentina silus","Argentina silus"
"Hysterothylacium aduncum","Arnoglossus laterna","Arnoglossus laterna"
"Hysterothylacium aduncum","Arnoglossus rueppelli","Arnoglossus rueppelii"
"Hysterothylacium aduncum","Artediellus atlanticus","Artediellus atlanticus"
"Hysterothylacium aduncum","Aspitrigla obscura","Aspitrigla obscura"
"Hysterothylacium aduncum","Atheresthes stomias","Atheresthes stomias"
"Hysterothylacium aduncum","Atherina boyeri","Atherina boyeri"
"Hysterothylacium aduncum","Atherina hepsetus","Atherina hepsetus"
"Hysterothylacium aduncum","Atherina mochon pontica","Atherina boyeri"
"Hysterothylacium aduncum","Austromegabalanicus psittacus","Austromegabalanus psittacus"
"Hysterothylacium aduncum","Auxis thazard","Auxis thazard"
"Hysterothylacium aduncum","Balaenoptera acutorostrata","Balaenoptera acutorostrata"
"Hysterothylacium aduncum","Bassanago bulbiceps","Bassanago bulbiceps"
"Hysterothylacium aduncum","Bathysaurus ferox","Bathysaurus ferox"
"Hysterothylacium aduncum","Belone belone","Belone belone"
"Hysterothylacium aduncum","Belone belone euxini","Belone belone"
"Hysterothylacium aduncum","Beroe ovata","Beroe ovata"
"Hysterothylacium aduncum","Boops boops","Boops boops"
"Hysterothylacium aduncum","Boreogadus saida","Boreogadus saida"
"Hysterothylacium aduncum","Brama japonica","Brama japonica"
"Hysterothylacium aduncum","Brosme brosme","Brosme brosme"
"Hysterothylacium aduncum","Buglossidium luteum","Buglossidium luteum"
"Hysterothylacium aduncum","Callionymus lyra","Callionymus lyra"
"Hysterothylacium aduncum","Calocaris macandreae","Calocaris macandreae"
"Hysterothylacium aduncum","Caranx dentex","Pseudocaranx dentex"
"Hysterothylacium aduncum","Caranx georgianus","Pseudocaranx dentex"
"Hysterothylacium aduncum","Cepola rubescens","Cepola macrophthalma"
"Hysterothylacium aduncum","Chaenogobius laevis","Chaenogobius laevis"
"Hysterothylacium aduncum","Chaenogobius urotaenia","Gymnogobius urotaenia"
"Hysterothylacium aduncum","Chlorophthalmus nigripinnis","Chlorophthalmus nigripinnis"
"Hysterothylacium aduncum","Ciliata mustela","Ciliata mustela"
"Hysterothylacium aduncum","Citharus linguatula","Citharus linguatula"
"Hysterothylacium aduncum","Citharus macrolepidotus","Citharus linguatula"
"Hysterothylacium aduncum","Cleisthenes pinetorum herzensteini","Cleisthenes pinetorum"
"Hysterothylacium aduncum","Clupea allosa","Clupea alosa"
"Hysterothylacium aduncum","Clupea harengus","Clupea harengus"
"Hysterothylacium aduncum","Clupea pallasi","Clupea pallasii"
"Hysterothylacium aduncum","Clupea pallasi suworowi","Clupea pallasii"
"Hysterothylacium aduncum","Clupeonella cultiventris","Clupeonella cultriventris"
"Hysterothylacium aduncum","Conger conger","Conger conger"
"Hysterothylacium aduncum","Coregonus lavaretus","Coregonus lavaretus"
"Hysterothylacium aduncum","Coregonus nasus","Coregonus nasus"
"Hysterothylacium aduncum","Corophium bonelli","Crassicorophium bonellii"
"Hysterothylacium aduncum","Coryphaenoides rupestris","Coryphaenoides rupestris"
"Hysterothylacium aduncum","Cottunculus microps","Cottunculus microps"
"Hysterothylacium aduncum","Cottus nazawae","Cottus nozawae"
"Hysterothylacium aduncum","Crangon septemspinosa","Crangon septemspinosa"
"Hysterothylacium aduncum","Crangon vulgaris","Crangon crangon"
"Hysterothylacium aduncum","Crenilabrus melops","Symphodus melops"
"Hysterothylacium aduncum","Crenilabrus quinquemaculatus","Symphodus roissali"
"Hysterothylacium aduncum","Crenilabrus tinca","Crenilabrus tinca"
"Hysterothylacium aduncum","Ctenolabrus rupestris","Ctenolabrus rupestris"
"Hysterothylacium aduncum","Cyclopterus lumpus","Cyclopterus lumpus"
"Hysterothylacium aduncum","Dicentrarchus labrax","Dicentrarchus labrax"
"Hysterothylacium aduncum","Diplodus annularis","Diplodus annularis"
"Hysterothylacium aduncum","Diplodus vulgaris","Diplodus vulgaris"
"Hysterothylacium aduncum","Dissostichus eleginoides","Dissostichus eleginoides"
"Hysterothylacium aduncum","Eleginus navaga","Eleginus navaga"
"Hysterothylacium aduncum","Enchelyopus cimbrius","Enchelyopus cimbrius"
"Hysterothylacium aduncum","Engraulis anchoita","Engraulis anchoita"
"Hysterothylacium aduncum","Engraulis encrasicolus ponticus","Engraulis encrasicolus"
"Hysterothylacium aduncum","Engraulis japonicus","Engraulis japonicus"
"Hysterothylacium aduncum","Eopsetta jordani","Eopsetta jordani"
"Hysterothylacium aduncum","Errex zachirus","Glyptocephalus zachirus"
"Hysterothylacium aduncum","Erythrops erythropthalma","Erythrops erythropthalma"
"Hysterothylacium aduncum","Esox lucius","Esox lucius"
"Hysterothylacium aduncum","Etmopterus spinax","Etmopterus spinax"
"Hysterothylacium aduncum","Eunoe sp.","Eunoe sp."
"Hysterothylacium aduncum","Eutrigla gurnardus","Eutrigla gurnardus"
"Hysterothylacium aduncum","Gadus capellanus","Gadus capellanus"
"Hysterothylacium aduncum","Gadus luscus","Trisopterus luscus"
"Hysterothylacium aduncum","Gadus macrocephalus","Gadus macrocephalus"
"Hysterothylacium aduncum","Gadus morhua","Gadus morhua"
"Hysterothylacium aduncum","Gadus morhua morhua","Gadus morhua"
"Hysterothylacium aduncum","Gaidropsaurus argentatus","Gaidropsarus argentatus"
"Hysterothylacium aduncum","Gammarus duebeni","Gammarus duebeni"
"Hysterothylacium aduncum","Gammarus inaequicauda","Gammarus inaequicauda"
"Hysterothylacium aduncum","Gammarus locusta","Gammarus locusta"
"Hysterothylacium aduncum","Gammarus oceanicus","Gammarus oceanicus"
"Hysterothylacium aduncum","Gammarus salinus","Gammarus salinus"
"Hysterothylacium aduncum","Gammarus sp.","Gammarus sp."
"Hysterothylacium aduncum","Gammarus zaddachi","Gammarus zaddachi"
"Hysterothylacium aduncum","Gasterosteus aculeatus","Gasterosteus aculeatus"
"Hysterothylacium aduncum","Gattyana sp.","Gattyana sp."
"Hysterothylacium aduncum","Gattyana cirrosa","Gattyana cirrhosa"
"Hysterothylacium aduncum","Genypterus blacodes","Genypterus blacodes"
"Hysterothylacium aduncum","Genypterus brasiliensis","Genypterus brasiliensis"
"Hysterothylacium aduncum","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus"
"Hysterothylacium aduncum","Gobius cephalarges","Neogobius melanostomus"
"Hysterothylacium aduncum","Gobius fluviatilis","Gobius fluviatilis"
"Hysterothylacium aduncum","Gobius niger","Gobius niger"
"Hysterothylacium aduncum","Gobius ophiocephalus","Zosterisessor ophiocephalus"
"Hysterothylacium aduncum","Halobatrachus didactylus","Halobatrachus didactylus"
"Hysterothylacium aduncum","Harmothoe sp.","Harmothoe sp."
"Hysterothylacium aduncum","Harmothoe imbricata","Harmothoe imbricata"
"Hysterothylacium aduncum","Helicolenus dactylopterus","Helicolenus dactylopterus"
"Hysterothylacium aduncum","Hippoglossoides elassodon","Hippoglossoides elassodon"
"Hysterothylacium aduncum","Hippoglossoides platessoides","Hippoglossoides platessoides"
"Hysterothylacium aduncum","Hippoglossoides platessoides limandoides","Hippoglossoides platessoides"
"Hysterothylacium aduncum","Hippoglossus hippoglossus","Hippoglossus hippoglossus"
"Hysterothylacium aduncum","Hippoglossus stenolepis","Hippoglossus stenolepis"
"Hysterothylacium aduncum","Homo sapiens","Homo sapiens"
"Hysterothylacium aduncum","Huso huso","Huso huso"
"Hysterothylacium aduncum","Hypomesus nipponensis","Hypomesus nipponensis"
"Hysterothylacium aduncum","Hypomesus olidus","Hypomesus olidus"
"Hysterothylacium aduncum","Hypomesus pretiosus","Hypomesus pretiosus"
"Hysterothylacium aduncum","Hypomesus pretiosus japonicus","Hypomesus pretiosus"
"Hysterothylacium aduncum","Hypsoblennius sordidus","Hypsoblennius sordidus"
"Hysterothylacium aduncum","Idotea sp.","Idotea sp."
"Hysterothylacium aduncum","Idothea sp.","Idothea sp."
"Hysterothylacium aduncum","Jaera albifrons","Jaera albifrons"
"Hysterothylacium aduncum","Jaera rugicauda","Jaera rugicauda"
"Hysterothylacium aduncum","Labrus bergylta","Labrus bergylta"
"Hysterothylacium aduncum","Lepidion eques","Lepidion eques"
"Hysterothylacium aduncum","Lepidonotus sp.","Lepidonotus sp."
"Hysterothylacium aduncum","Lepidonotus squamata","Lepidonotus squamatus"
"Hysterothylacium aduncum","Lepidorhombus boscii","Lepidorhombus boscii"
"Hysterothylacium aduncum","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis"
"Hysterothylacium aduncum","Leuciscus idus","Leuciscus idus"
"Hysterothylacium aduncum","Limanda limanda","Limanda limanda"
"Hysterothylacium aduncum","Liza aurata","Chelon auratus"
"Hysterothylacium aduncum","Lophius piscatorius","Lophius piscatorius"
"Hysterothylacium aduncum","Lota lota","Lota lota"
"Hysterothylacium aduncum","Lycodapus mandibularis","Lycodapus mandibularis"
"Hysterothylacium aduncum","Lycodes vahli","Lycodes vahlii"
"Hysterothylacium aduncum","Macrourus berglax","Macrourus berglax"
"Hysterothylacium aduncum","Macrourus carinatus","Macrourus carinatus"
"Hysterothylacium aduncum","Macruronus novaezelandiae","Macruronus novaezelandiae"
"Hysterothylacium aduncum","Mallotus villosus","Mallotus villosus"
"Hysterothylacium aduncum","Maurolicus muelleri","Maurolicus muelleri"
"Hysterothylacium aduncum","Melanogrammus aeglefinus","Melanogrammus aeglefinus"
"Hysterothylacium aduncum","Merlangius merlangus","Merlangius merlangus"
"Hysterothylacium aduncum","Merlangius merlangus euxinus","Merlangius merlangus"
"Hysterothylacium aduncum","Merluccius albidus","Merluccius albidus"
"Hysterothylacium aduncum","Merluccius australis","Merluccius australis"
"Hysterothylacium aduncum","Merluccius bilinearis","Merluccius bilinearis"
"Hysterothylacium aduncum","Merluccius hubbsi","Merluccius hubbsi"
"Hysterothylacium aduncum","Merluccius merluccius","Merluccius merluccius"
"Hysterothylacium aduncum","Merluccius productus","Merluccius productus"
"Hysterothylacium aduncum","Microchirus variegatus","Microchirus variegatus"
"Hysterothylacium aduncum","Microdeutopus gryllotalpa","Microdeutopus gryllotalpa"
"Hysterothylacium aduncum","Micromesistius poutassou","Micromesistius poutassou"
"Hysterothylacium aduncum","Microstomus kitt","Microstomus kitt"
"Hysterothylacium aduncum","Microstomus pacificus","Microstomus pacificus"
"Hysterothylacium aduncum","Mnemiopsis leidyi","Mnemiopsis leidyi"
"Hysterothylacium aduncum","Mnemiopsis mccradyi","Mnemiopsis leidyi"
"Hysterothylacium aduncum","Molva dipterygia","Molva dypterygia"
"Hysterothylacium aduncum","Molva dypterigia","Molva dypterigia"
"Hysterothylacium aduncum","Molva molva","Molva molva"
"Hysterothylacium aduncum","Mullus barbatus","Mullus barbatus"
"Hysterothylacium aduncum","Mullus barbatus ponticus","Mullus barbatus"
"Hysterothylacium aduncum","Mullus surmuletus","Mullus surmuletus"
"Hysterothylacium aduncum","Myoxocephalus quadricornis","Myoxocephalus quadricornis"
"Hysterothylacium aduncum","Myoxocephalus scorpius","Myoxocephalus scorpius"
"Hysterothylacium aduncum","Mysis mixta","Mysis mixta"
"Hysterothylacium aduncum","Mysis stenolepis","Mysis stenolepis"
"Hysterothylacium aduncum","Nemipterus sp.","Nemipterus sp."
"Hysterothylacium aduncum","Neogobius melanostomus","Neogobius melanostomus"
"Hysterothylacium aduncum","Neogobius niger","Neogobius niger"
"Hysterothylacium aduncum","Neomysis integer","Neomysis integer"
"Hysterothylacium aduncum","Neomysis intermedia","Neomysis intermedia"
"Hysterothylacium aduncum","Nereis pelagica","Nereis pelagica"
"Hysterothylacium aduncum","Nezumia bairdi","Nezumia bairdii"
"Hysterothylacium aduncum","Oblada melanura","Oblada melanura"
"Hysterothylacium aduncum","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha"
"Hysterothylacium aduncum","Oncorhynchus keta","Oncorhynchus keta"
"Hysterothylacium aduncum","Oncorhynchus kisutch","Oncorhynchus kisutch"
"Hysterothylacium aduncum","Oncorhynchus masou","Oncorhynchus masou"
"Hysterothylacium aduncum","Oncorhynchus masu","Oncorhynchus masou"
"Hysterothylacium aduncum","Oncorhynchus mykiss","Oncorhynchus mykiss"
"Hysterothylacium aduncum","Oncorhynchus nerka","Oncorhynchus nerka"
"Hysterothylacium aduncum","Oncorhynchus sp.","Oncorhynchus sp."
"Hysterothylacium aduncum","Onogadus argentatus","Gaidropsarus argentatus"
"Hysterothylacium aduncum","Ophiopholis aculeatus","Ophiopholis aculeatus"
"Hysterothylacium aduncum","Ophiura albida","Ophiura albida"
"Hysterothylacium aduncum","Osmerus eperlanus","Osmerus eperlanus"
"Hysterothylacium aduncum","Osmerus eperlanus m. eperlanus","Osmerus eperlanus"
"Hysterothylacium aduncum","Osmerus eperlanus m. spirinchus","Osmerus eperlanus"
"Hysterothylacium aduncum","Osmerus mordax dentex","Osmerus mordax"
"Hysterothylacium aduncum","Parahucho perryi","Parahucho perryi"
"Hysterothylacium aduncum","Parophrys vetulus","Parophrys vetulus"
"Hysterothylacium aduncum","Perca fluviatilis","Perca fluviatilis"
"Hysterothylacium aduncum","Phocoena phocaena","Phocoena phocaena"
"Hysterothylacium aduncum","Pholis gunnellus","Pholis gunnellus"
"Hysterothylacium aduncum","Phoxinus phoxinus","Phoxinus phoxinus"
"Hysterothylacium aduncum","Phycis blennoides","Phycis blennoides"
"Hysterothylacium aduncum","Phycis chesteri","Phycis chesteri"
"Hysterothylacium aduncum","Platichthys flesus","Platichthys flesus"
"Hysterothylacium aduncum","Platichthys flesus luscus","Platichthys flesus"
"Hysterothylacium aduncum","Platichthys stellatus","Platichthys stellatus"
"Hysterothylacium aduncum","Platynereis australis","Platynereis australis"
"Hysterothylacium aduncum","Pleurobrachia pileus","Pleurobrachia pileus"
"Hysterothylacium aduncum","Pleuronectes americanus","Pseudopleuronectes americanus"
"Hysterothylacium aduncum","Pleuronectes ferrugineus","Limanda ferruginea"
"Hysterothylacium aduncum","Pleuronectes platessa","Pleuronectes platessa"
"Hysterothylacium aduncum","Pleuronectes vetulus","Parophrys vetulus"
"Hysterothylacium aduncum","Pollachius pollachius","Pollachius pollachius"
"Hysterothylacium aduncum","Pollachius virens","Pollachius virens"
"Hysterothylacium aduncum","Pomatomus saltatrix","Pomatomus saltatrix"
"Hysterothylacium aduncum","Pomatoschistus microps","Pomatoschistus microps"
"Hysterothylacium aduncum","Pomatoschistus minutus","Pomatoschistus minutus"
"Hysterothylacium aduncum","Psetta maeotica","Psetta maeotica"
"Hysterothylacium aduncum","Psetta maxima","Scophthalmus maximus"
"Hysterothylacium aduncum","Pseudocalanus elongatus","Pseudocalanus elongatus"
"Hysterothylacium aduncum","Pseudocaranx dentex","Pseudocaranx dentex"
"Hysterothylacium aduncum","Pungitius pungitius","Pungitius pungitius"
"Hysterothylacium aduncum","Raja clavata","Raja clavata"
"Hysterothylacium aduncum","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides"
"Hysterothylacium aduncum","Rhinochimaera atlantica","Rhinochimaera atlantica"
"Hysterothylacium aduncum","Rhinonemus cimbrius","Enchelyopus cimbrius"
"Hysterothylacium aduncum","Sagitta sp.","Sagitta sp."
"Hysterothylacium aduncum","Salmo gairdneri","Oncorhynchus mykiss"
"Hysterothylacium aduncum","Salmo salar","Salmo salar"
"Hysterothylacium aduncum","Salmo trutta","Salmo trutta"
"Hysterothylacium aduncum","Salvelinus alpinus","Salvelinus alpinus"
"Hysterothylacium aduncum","Salvelinus fontinalis","Salvelinus fontinalis"
"Hysterothylacium aduncum","Salvelinus leucomaenis","Salvelinus leucomaenis"
"Hysterothylacium aduncum","Salvelinus malma","Salvelinus malma"
"Hysterothylacium aduncum","Salvelinus namaycush","Salvelinus namaycush"
"Hysterothylacium aduncum","Sarda sarda","Sarda sarda"
"Hysterothylacium aduncum","Sardina pilchardus","Sardina pilchardus"
"Hysterothylacium aduncum","Scomber australasicus","Scomber australasicus"
"Hysterothylacium aduncum","Scomber japonicus","Scomber japonicus"
"Hysterothylacium aduncum","Scomber japonicus colias","Scomber japonicus"
"Hysterothylacium aduncum","Scomber scombrus","Scomber scombrus"
"Hysterothylacium aduncum","Scophthalmus maeoticus maeoticus","Scophthalmus maeoticus"
"Hysterothylacium aduncum","Scophthalmus maximus","Scophthalmus maximus"
"Hysterothylacium aduncum","Scophthalmus rhombus","Scophthalmus rhombus"
"Hysterothylacium aduncum","Sebastes aleutianus","Sebastes aleutianus"
"Hysterothylacium aduncum","Sebastes alutus","Sebastes alutus"
"Hysterothylacium aduncum","Sebastes brevispinnis","Sebastes brevispinis"
"Hysterothylacium aduncum","Sebastes caurinus","Sebastes caurinus"
"Hysterothylacium aduncum","Sebastes crameri","Sebastes crameri"
"Hysterothylacium aduncum","Sebastes diploproa","Sebastes diploproa"
"Hysterothylacium aduncum","Sebastes elongatus","Sebastes elongatus"
"Hysterothylacium aduncum","Sebastes entomelas","Sebastes entomelas"
"Hysterothylacium aduncum","Sebastes fasciatus","Sebastes fasciatus"
"Hysterothylacium aduncum","Sebastes flavidus","Sebastes flavidus"
"Hysterothylacium aduncum","Sebastes helvomaculatus","Sebastes helvomaculatus"
"Hysterothylacium aduncum","Sebastes maliger","Sebastes maliger"
"Hysterothylacium aduncum","Sebastes marinus","Sebastes marinus"
"Hysterothylacium aduncum","Sebastes mentella","Sebastes mentella"
"Hysterothylacium aduncum","Sebastes nebulosus","Sebastes nebulosus"
"Hysterothylacium aduncum","Sebastes norvegicus","Sebastes norvegicus"
"Hysterothylacium aduncum","Sebastes paucispinis","Sebastes paucispinis"
"Hysterothylacium aduncum","Sebastes pinniger","Sebastes pinniger"
"Hysterothylacium aduncum","Sebastes proriger","Sebastes proriger"
"Hysterothylacium aduncum","Sebastes reedi","Sebastes reedi"
"Hysterothylacium aduncum","Sebastes ruberrimus","Sebastes ruberrimus"
"Hysterothylacium aduncum","Sebastes rubrivinctus","Sebastes rubrivinctus"
"Hysterothylacium aduncum","Sebastes serranoides","Sebastes serranoides"
"Hysterothylacium aduncum","Sebastes variegatus","Sebastes variegatus"
"Hysterothylacium aduncum","Sebastes viviparus","Sebastes viviparus"
