"Parasite.species","Host.species","best_host_name"
"Hysterothylacium aduncum","Sebastes zacentrus","Sebastes zacentrus"
"Hysterothylacium aduncum","Sebastodes caurinus","Sebastes caurinus"
"Hysterothylacium aduncum","Serranus cabrilla","Serranus cabrilla"
"Hysterothylacium aduncum","Serranus hepatus","Serranus hepatus"
"Hysterothylacium aduncum","Serranus scriba","Serranus scriba"
"Hysterothylacium aduncum","Solea nasuta","Pegusa nasuta"
"Hysterothylacium aduncum","Solea vulgaris vulgaris","Solea vulgaris"
"Hysterothylacium aduncum","Sphaeroma rugicauda","Lekanesphaera rugicauda"
"Hysterothylacium aduncum","Spicara sp.","Spicara sp."
"Hysterothylacium aduncum","Spicara smaris","Spicara smaris"
"Hysterothylacium aduncum","Spirinchus lanceolatus","Spirinchus lanceolatus"
"Hysterothylacium aduncum","Sprattus sprattus","Sprattus sprattus"
"Hysterothylacium aduncum","Sprattus sprattus phalericus","Sprattus sprattus"
"Hysterothylacium aduncum","Squalus acanthias","Squalus acanthias"
"Hysterothylacium aduncum","Taurulus bubalis","Taurulus bubalis"
"Hysterothylacium aduncum","Themisto gaudichaudii","Themisto gaudichaudii"
"Hysterothylacium aduncum","Theragra chalcogramma","Gadus chalcogrammus"
"Hysterothylacium aduncum","Thunnus alalunga","Thunnus alalunga"
"Hysterothylacium aduncum","Thunnus thynnus","Thunnus thynnus"
"Hysterothylacium aduncum","Tinca tinca","Tinca tinca"
"Hysterothylacium aduncum","Todarodes pacificus","Todarodes pacificus"
"Hysterothylacium aduncum","Trachurus mediterraneus","Trachurus mediterraneus"
"Hysterothylacium aduncum","Trachurus mediterraneus ponticus","Trachurus mediterraneus"
"Hysterothylacium aduncum","Trachurus murphyi","Trachurus murphyi"
"Hysterothylacium aduncum","Trachurus symmetricus","Trachurus symmetricus"
"Hysterothylacium aduncum","Trachurus trachurus","Trachurus trachurus"
"Hysterothylacium aduncum","Tribolodon ezoe","Tribolodon sachalinensis"
"Hysterothylacium aduncum","Tridentiger brevispinis","Tridentiger brevispinis"
"Hysterothylacium aduncum","Trigla lucerna","Trigla lucerna"
"Hysterothylacium aduncum","Trigloporus lastoviza","Chelidonichthys lastoviza"
"Hysterothylacium aduncum","Trisopterus esmarkii","Trisopterus esmarkii"
"Hysterothylacium aduncum","Trisopterus luscus","Trisopterus luscus"
"Hysterothylacium aduncum","Trisopterus minutus","Trisopterus minutus"
"Hysterothylacium aduncum","Trisopterus minutus capelanus","Trisopterus minutus"
"Hysterothylacium aduncum","Urophycis chesteri","Phycis chesteri"
"Hysterothylacium aduncum","Urophycis chuss","Urophycis chuss"
"Hysterothylacium aduncum","Urophycis musicki","Urophycis musicki"
"Hysterothylacium aduncum","Xiphias gladius","Xiphias gladius"
"Hysterothylacium aduncum","Zeus faber","Zeus faber"
"Hysterothylacium aduncum","Zoarces viviparus","Zoarces viviparus"
"Hysterothylacium aduncum","Zosterisessor ophiocephalus","Zosterisessor ophiocephalus"
"Hysterothylacium aduncum","Gadus morhua","Gadus morhua"
"Hysterothylacium analarum","Acanthocyclops vernalis","Acanthocyclops parcus"
"Hysterothylacium analarum","Lepomis gibbosus","Lepomis gibbosus"
"Hysterothylacium bidentatum","Acipenser gueldenstaedti","Acipenser gueldenstaedtii"
"Hysterothylacium bidentatum","Acipenser nudiventris","Acipenser nudiventris"
"Hysterothylacium bidentatum","Acipenser ruthenus","Acipenser ruthenus"
"Hysterothylacium bidentatum","Acipenser stellatus","Acipenser stellatus"
"Hysterothylacium bidentatum","Acipenser sturio","Acipenser sturio"
"Hysterothylacium bidentatum","Huso huso","Huso huso"
"Hysterothylacium haze","Acanthogobius flavimanus","Acanthogobius flavimanus"
"Hysterothylacium haze","Amphithoe valida","Amphithoe valida"
"Hysterothylacium haze","Corophium uenoi","Monocorophium uenoi"
"Hysterothylacium haze","Grandidierella japonica","Grandidierella japonica"
"Hysterothylacium haze","Neomysis japonica","Neomysis japonica"
"Hysterothylacium haze","Nereis sp.","Nereis sp."
"Hysterothylacium haze","Parathemisto abyssorum","Themisto abyssorum"
"Hystrichis tricolor","Aix sponsa","Aix sponsa"
"Hystrichis tricolor","Allolobophora dubiosa","Aporrectodea dubiosa"
"Hystrichis tricolor","Anas platyrhynchos","Anas platyrhynchos"
"Hystrichis tricolor","Anas platyrhynchos domesticus","Anas platyrhynchos"
"Hystrichis tricolor","Anser albifrons","Anser albifrons"
"Hystrichis tricolor","Anser anser","Anser anser"
"Hystrichis tricolor","Bufo viridis","Pseudepidalea viridis"
"Hystrichis tricolor","Criodrilus lacuum","Criodrilus lacuum"
"Hystrichis tricolor","Fulica americana","Fulica americana"
"Hystrichis tricolor","Gallinula chloropus","Gallinula chloropus"
"Hystrichis tricolor","Grus americana","Grus americana"
"Hystrichis tricolor","Porphyrula martinica","Porphyrio martinica"
"Hystrichis tricolor","Porzana carolini","Porzana carolina"
"Joyeuxiella echinorhynchoides","Ablepharus deserti","Ablepharus deserti"
"Joyeuxiella echinorhynchoides","Agkistrodon halys","Gloydius halys"
"Joyeuxiella echinorhynchoides","Boiga sp.","Boiga sp."
"Joyeuxiella echinorhynchoides","Canis familiaris","Canis lupus"
"Joyeuxiella echinorhynchoides","Canis lupus","Canis lupus"
"Joyeuxiella echinorhynchoides","Coluber jugularis","Dolichophis jugularis"
"Joyeuxiella echinorhynchoides","Coluber karelini","Coluber karelini"
"Joyeuxiella echinorhynchoides","Crossobamon eversmanni","Crossobamon eversmanni"
"Joyeuxiella echinorhynchoides","Echis coloratus","Echis coloratus"
"Joyeuxiella echinorhynchoides","Eremias intermedius","Eremias intermedia"
"Joyeuxiella echinorhynchoides","Eremias velox","Eremias velox"
"Joyeuxiella echinorhynchoides","Eryx miliaris","Eryx miliaris"
"Joyeuxiella echinorhynchoides","Felis catus","Felis catus"
"Joyeuxiella echinorhynchoides","Felis catus domesticus","Felis catus"
"Joyeuxiella echinorhynchoides","Phrynocephalus helioscopus","Phrynocephalus helioscopus"
"Joyeuxiella echinorhynchoides","Phrynocephalus mystaceus","Phrynocephalus mystaceus"
"Joyeuxiella echinorhynchoides","Psammophis lineolatus","Psammophis lineolatus"
"Joyeuxiella echinorhynchoides","Spalerosophis diadema","Spalerosophis diadema"
"Joyeuxiella echinorhynchoides","Stellio caucasius","Paralaudakia caucasia"
"Joyeuxiella echinorhynchoides","Tenuidactylus caspius","Tenuidactylus caspius"
"Joyeuxiella echinorhynchoides","Tenuidactylus russowii","Mediodactylus russowii"
"Joyeuxiella echinorhynchoides","Trapelus sanguinolentus","Trapelus sanguinolentus"
"Joyeuxiella echinorhynchoides","Uromastix hardwickii","Saara hardwickii"
"Joyeuxiella echinorhynchoides","Varanus griseus","Varanus griseus"
"Joyeuxiella echinorhynchoides","Vipera lebetina","Vipera lebetina"
"Joyeuxiella echinorhynchoides","Vulpes corsac","Vulpes corsac"
"Joyeuxiella echinorhynchoides","Vulpes vulpes","Vulpes vulpes"
"Joyeuxiella echinorhynchoides","Vulpes vulpes silacea","Vulpes vulpes"
"Joyeuxiella pasqualei","Apodemus sylvaticus","Apodemus sylvaticus"
"Joyeuxiella pasqualei","Canis familiaris","Canis lupus"
"Joyeuxiella pasqualei","Felis catus","Felis catus"
"Joyeuxiella pasqualei","Felis catus domesticus","Felis catus"
"Joyeuxiella pasqualei","Felis domesticus","Felis domesticus"
"Joyeuxiella pasqualei","Felis libyca","Felis libyca"
"Joyeuxiella pasqualei","Felis silvestris","Felis silvestris"
"Joyeuxiella pasqualei","Genetta genetta","Genetta genetta"
"Joyeuxiella pasqualei","Lynx pardinus","Lynx pardinus"
"Joyeuxiella pasqualei","Tarentola mauritanica","Tarentola mauritanica"
"Joyeuxiella pasqualei","Vulpes vulpes","Vulpes vulpes"
"Joyeuxilepis acanthorhyncha","Enallagma cyathigerum","Enallagma cyathigerum"
"Joyeuxilepis acanthorhyncha","Podiceps nigricollis","Podiceps nigricollis"
"Joyeuxilepis acanthorhyncha","Podiceps ruficollis","Tachybaptus ruficollis"
"Joyeuxilepis acanthorhyncha","Tachybaptus ruficollis","Tachybaptus ruficollis"
"Joyeuxilepis acanthorhyncha","Tachybaptus ruficollis poggei","Tachybaptus ruficollis"
"Joyeuxilepis decacantha","Podiceps cristatus","Podiceps cristatus"
"Joyeuxilepis decacantha","Podiceps nigricollis","Podiceps nigricollis"
"Joyeuxilepis octacantha","Podiceps ruficollis","Tachybaptus ruficollis"
"Khawia armeniaca","Barbus luteus","Carasobarbus luteus"
"Khawia armeniaca","Potamothrix hammoniensis","Potamothrix hammoniensis"
"Khawia armeniaca","Salmo ischchan","Salmo ischchan"
"Khawia armeniaca","Silurus triostegus","Silurus triostegus"
"Khawia armeniaca","Varicorhinus sp.","Varicorhinus sp."
"Khawia armeniaca","Varicorhinus capoeta sevangi","Capoeta capoeta"
"Khawia baltica","Barbus barbus","Barbus barbus"
"Khawia baltica","Barbus barbus bocagei","Barbus barbus"
"Khawia baltica","Tinca tinca","Tinca tinca"
"Khawia baltica","Tubifex tubifex","Tubifex tubifex"
"Khawia japonensis","Acipenser stellatus","Acipenser stellatus"
"Khawia japonensis","Carassius auratus","Carassius auratus"
"Khawia japonensis","Cyprinus carpio","Cyprinus carpio"
"Khawia japonensis","Cyprinus carpio haematopterus","Cyprinus carpio"
"Khawia japonensis","Limnodrilus udekemianus","Limnodrilus udekemianus"
"Khawia parva","Carassius auratus gibelio","Carassius auratus"
"Khawia parva","Carassius carassius","Carassius carassius"
"Khawia parva","Carassius carassius langsdorfii","Carassius carassius"
"Khawia parva","Carassius sp.","Carassius sp."
"Khawia parva","Limnodrilus sp.","Limnodrilus sp."
"Khawia parva","Limnodrilus udekemianus","Limnodrilus udekemianus"
"Khawia sinensis","Acipenser stellatus","Acipenser stellatus"
"Khawia sinensis","Carassius auratus","Carassius auratus"
"Khawia sinensis","Carassius carassius","Carassius carassius"
"Khawia sinensis","Ctenopharyngodon idella","Ctenopharyngodon idella"
"Khawia sinensis","Cyprinus carpio","Cyprinus carpio"
"Khawia sinensis","Euilyodrilus hammoniensis","Potamothrix hammoniensis"
"Khawia sinensis","Hemibarbus barbus","Hemibarbus labeo"
"Khawia sinensis","Hypophthalmichthys molitrix","Hypophthalmichthys molitrix"
"Khawia sinensis","Ilyodrilus templetoni","Ilyodrilus templetoni"
"Khawia sinensis","Limnodrilus hoffmeisteri","Limnodrilus hoffmeisteri"
"Khawia sinensis","Limnodrilus udekemianus","Limnodrilus udekemianus"
"Khawia sinensis","Psammoryctes barbatus","Psammoryctes barbatus"
"Khawia sinensis","Tinca tinca","Tinca tinca"
"Khawia sinensis","Tubifex tubifex","Tubifex tubifex"
"Labiostrongylus eugenii","Macropus eugenii","Macropus eugenii"
"Labiostrongylus eugenii","Potorous tridactylus","Potorous tridactylus"
"Labiostrongylus eugenii","Thylogale billardierii","Thylogale billardierii"
"Labiostrongylus eugenii","Macropus eugenii","Macropus eugenii"
"Lacistorhynchus dollfusi","Citharichthys sordidus","Citharichthys sordidus"
"Lacistorhynchus dollfusi","Clupea harengus pallasi","Clupea harengus"
"Lacistorhynchus dollfusi","Gambusia affinis","Gambusia affinis"
"Lacistorhynchus dollfusi","Genyonemus lineatus","Genyonemus lineatus"
"Lacistorhynchus dollfusi","Morone saxatilis","Morone saxatilis"
"Lacistorhynchus dollfusi","Paralichthys adspersus","Paralichthys adspersus"
"Lacistorhynchus dollfusi","Sciaena fasciata","Cheilotrema fasciatum"
"Lacistorhynchus dollfusi","Tigriopus californicus","Tigriopus californicus"
"Lacistorhynchus dollfusi","Triakis semifasciata","Triakis semifasciata"
"Lacistorhynchus tenuis","Acartia tonsa","Acartia tonsa"
"Lacistorhynchus tenuis","Agnostomus forsteri","Aldrichetta forsteri"
"Lacistorhynchus tenuis","Anisotremus scapularis","Anisotremus scapularis"
"Lacistorhynchus tenuis","Belone belone","Belone belone"
"Lacistorhynchus tenuis","Cheilodactylus variegatus","Cheilodactylus variegatus"
"Lacistorhynchus tenuis","Clupea harengus","Clupea harengus"
"Lacistorhynchus tenuis","Clupea harengus pallasi","Clupea harengus"
"Lacistorhynchus tenuis","Coridodax pullas","Coridodax pullus"
"Lacistorhynchus tenuis","Cymatogaster aggregata","Cymatogaster aggregata"
"Lacistorhynchus tenuis","Damalichthys vacca","Rhacochilus vacca"
"Lacistorhynchus tenuis","Dissostichus eleginoides","Dissostichus eleginoides"
"Lacistorhynchus tenuis","Etmopterus spinax","Etmopterus spinax"
"Lacistorhynchus tenuis","Euthynnus alleteratus","Euthynnus alletteratus"
"Lacistorhynchus tenuis","Eutrigla gurnardus","Eutrigla gurnardus"
"Lacistorhynchus tenuis","Gadus morhua","Gadus morhua"
"Lacistorhynchus tenuis","Galeichthys peruvianus","Galeichthys peruvianus"
"Lacistorhynchus tenuis","Galeorhinus australis","Galeorhinus galeus"
"Lacistorhynchus tenuis","Galeorhinus galeus","Galeorhinus galeus"
"Lacistorhynchus tenuis","Gambusia affinis","Gambusia affinis"
"Lacistorhynchus tenuis","Genyonemus lineatus","Genyonemus lineatus"
"Lacistorhynchus tenuis","Labrisomus philippi","Labrisomus philippi"
"Lacistorhynchus tenuis","Labrus merula","Labrus merula"
"Lacistorhynchus tenuis","Loligo paeleii","Doryteuthis pealeii"
"Lacistorhynchus tenuis","Macrourus carinatus","Macrourus carinatus"
"Lacistorhynchus tenuis","Merluccius gayi peruanus","Merluccius gayi"
"Lacistorhynchus tenuis","Micromesistius poutassou","Micromesistius poutassou"
"Lacistorhynchus tenuis","Morone labrax","Dicentrarchus labrax"
"Lacistorhynchus tenuis","Morone saxatilis","Morone saxatilis"
"Lacistorhynchus tenuis","Mugil cephalus","Mugil cephalus"
"Lacistorhynchus tenuis","Mustelus californicus","Mustelus californicus"
"Lacistorhynchus tenuis","Mustelus canis","Mustelus canis"
"Lacistorhynchus tenuis","Mustelus dorsalis","Mustelus dorsalis"
"Lacistorhynchus tenuis","Mustelus henlei","Mustelus henlei"
"Lacistorhynchus tenuis","Mustelus mustelus","Mustelus mustelus"
"Lacistorhynchus tenuis","Mustelus whitneyi","Mustelus whitneyi"
"Lacistorhynchus tenuis","Odontesthes regia","Odontesthes regia"
"Lacistorhynchus tenuis","Platichthys stellatus","Platichthys stellatus"
"Lacistorhynchus tenuis","Pollachius pollachius","Pollachius pollachius"
"Lacistorhynchus tenuis","Rhinobatos productus","Pseudobatos productus"
"Lacistorhynchus tenuis","Rhinonemus cimbrius","Enchelyopus cimbrius"
"Lacistorhynchus tenuis","Rhinotriakis henlei","Rhinotriakis henlei"
"Lacistorhynchus tenuis","Sciaena deliciosa","Sciaena deliciosa"
"Lacistorhynchus tenuis","Sciaena fasciata","Cheilotrema fasciatum"
"Lacistorhynchus tenuis","Scomber scombrus","Scomber scombrus"
"Lacistorhynchus tenuis","Sebastes paucispinis","Sebastes paucispinis"
"Lacistorhynchus tenuis","Sebastes rastelliger","Sebastes rastrelliger"
"Lacistorhynchus tenuis","Symphodus tinca","Symphodus tinca"
"Lacistorhynchus tenuis","Synodus lucioceps","Synodus lucioceps"
"Lacistorhynchus tenuis","Thunnus thynnus","Thunnus thynnus"
"Lacistorhynchus tenuis","Thyrsites atun","Thyrsites atun"
"Lacistorhynchus tenuis","Tigriopus californicus","Tigriopus californicus"
"Lacistorhynchus tenuis","Tigriopus fulvus","Tigriopus fulvus"
"Lacistorhynchus tenuis","Trachurus trachurus","Trachurus trachurus"
"Lacistorhynchus tenuis","Trachurus trachurus trachurus","Trachurus trachurus"
"Lacistorhynchus tenuis","Triakis henlei","Mustelus henlei"
"Lacistorhynchus tenuis","Triakis maculata","Triakis maculata"
"Lacistorhynchus tenuis","Triakis semifasciata","Triakis semifasciata"
"Lacistorhynchus tenuis","Zenopsis nebulosus","Zenopsis nebulosa"
"Lacistorhynchus tenuis","Zeus faber","Zeus faber"
"Lagochilascaris major","Calomys callosus","Calomys callosus"
"Lagochilascaris major","Felis catus","Felis catus"
"Lagochilascaris major","Felis domesticus","Felis domesticus"
"Lagochilascaris major","Mesocricetus auratus","Mesocricetus auratus"
"Lagochilascaris major","Mus musculus","Mus musculus"
"Lagochilascaris minor","Calomys callosus","Calomys callosus"
"Lagochilascaris minor","Canis familiaris","Canis lupus"
"Lagochilascaris minor","Cavia porcellus","Cavia porcellus"
"Lagochilascaris minor","Dasyprocta agouti","Dasyprocta agouti"
"Lagochilascaris minor","Felis catus domesticus","Felis catus"
"Lagochilascaris minor","Homo sapiens","Homo sapiens"
"Lagochilascaris minor","Mus musculus","Mus musculus"
"Lagochilascaris sprenti","Didelphis virginiana","Didelphis virginiana"
"Lagochilascaris sprenti","Homo sapiens","Homo sapiens"
"Lateriporus clerci","Anas acuta","Anas acuta"
"Lateriporus clerci","Anas strepera","Anas strepera"
"Lateriporus clerci","Chlidonias nigra","Chlidonias nigra"
"Lateriporus clerci","Gammarus lacustris","Gammarus lacustris"
"Lateriporus clerci","Larus argentatus","Larus argentatus"
"Lateriporus clerci","Larus canus","Larus canus"
"Lateriporus clerci","Larus melanocephala","Larus melanocephala"
"Lateriporus clerci","Larus minutus","Larus minutus"
"Lateriporus clerci","Larus ridibundus","Chroicocephalus ridibundus"
"Lateriporus clerci","Podiceps grisegena","Podiceps grisegena"
"Lateriporus clerci","Rhodostetia rosea","Rhodostethia rosea"
"Lateriporus clerci","Sterna hirundo","Sterna hirundo"
"Lateriporus clerci","Xenus cinereus","Xenus cinereus"
"Lateriporus mathevossianae","Aythya affinis","Aythya affinis"
"Lateriporus mathevossianae","Melanitta deglandi","Melanitta fusca"
"Lateriporus mathevossianae","Melanitta fusca","Melanitta fusca"
"Lateriporus skrjabini","Anas acuta","Anas acuta"
"Lateriporus skrjabini","Anas americana","Anas americana"
"Lateriporus skrjabini","Anas discors","Anas discors"
"Lateriporus skrjabini","Anas platyrhynchos","Anas platyrhynchos"
"Lateriporus skrjabini","Anas platyrhynchos domesticus","Anas platyrhynchos"
"Lateriporus skrjabini","Anas strepera","Anas strepera"
"Lateriporus skrjabini","Aythya affinis","Aythya affinis"
"Lateriporus skrjabini","Aythya americana","Aythya americana"
"Lateriporus skrjabini","Aythya valisineria","Aythya valisineria"
"Lateriporus skrjabini","Bucephala albeola","Bucephala albeola"
"Lateriporus skrjabini","Bucephala clangula","Bucephala clangula"
"Lateriporus skrjabini","Catoptrophorus semipalmatus","Catoptrophorus semipalmatus"
"Lateriporus skrjabini","Gammarus lacustris","Gammarus lacustris"
"Lateriporus skrjabini","Gavia arctica","Gavia arctica"
"Lateriporus skrjabini","Gavia pacifica","Gavia pacifica"
"Lateriporus skrjabini","Melanitta fusca","Melanitta fusca"
"Lateriporus skrjabini","Nyroca marila","Nyroca marila"
"Lateriporus skrjabini","Oxyura jamaicensis","Oxyura jamaicensis"
"Lateriporus skrjabini","Podiceps grisegena","Podiceps grisegena"
"Lateriporus skrjabini","Podiceps nigricollis","Podiceps nigricollis"
"Lateriporus skrjabini","Recurvirostra americana","Recurvirostra americana"
"Lateriporus teres","Ardea cinerea","Ardea cinerea"
